Time(s),I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017924351204521953,0.0,0.0,0.0
0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019722911651887613,0.0,0.0,0.0
0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002144116779900739,0.0,0.0,0.0
0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022995658738846313,0.0,0.0,0.0
0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024287784070444835,0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00252158357420151,0.0,0.0,0.0
0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002570473115367138,0.0,0.0,0.0
0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002574872992952176,0.0,0.0,0.0
0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002545588177193506,0.0,0.0,0.0
0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002507792539077274,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025007575864902983,0.0,0.0,0.0
0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002572811522607228,0.0,0.0,0.0
0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027708763843379575,0.0,0.0,0.0
0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125308288123227,0.0,0.0,0.0
0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036324651840308197,0.0,0.0,0.0
0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004239074489825976,0.0,0.0,0.0
0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004833554460291725,0.0,0.0,0.0
0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005249393752338026,0.0,0.0,0.0
0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005284052472939833,0.0,0.0,0.0
0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047334555183490504,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003437355720425096,0.0,0.0,0.0
0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013256795037503485,0.0,0.0,0.0
0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015477953528645495,0.0,0.0,0.0
0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004998100877103678,0.0,0.0,0.0
0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00873595216191047,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01242522475492315,0.0,0.0,0.0
0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015754592630922798,0.0,0.0,0.0
0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018500005945239432,0.0,0.0,0.0
0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020558601586029873,0.0,0.0,0.0
0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021947123161090962,0.0,0.0,0.0
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022771577727558886,0.0,0.0,0.0
0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023183095833167532,0.0,0.0,0.0
0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023335669933983685,0.0,0.0,0.0
0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023356428423613986,0.0,0.0,0.0
0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023331963458342153,0.0,0.0,0.0
0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02330838259395504,0.0,0.0,0.0
0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023299924779086503,0.0,0.0,0.0
0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023300893329951427,0.0,0.0,0.0
0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02329701865308847,0.0,0.0,0.0
0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023274042012250456,0.0,0.0,0.0
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023222750358005553,0.0,0.0,0.0
0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02314071651798213,0.0,0.0,0.0
0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023031591257612036,0.0,0.0,0.0
0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022903005177345524,0.0,0.0,0.0
0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022764062298178917,0.0,0.0,0.0
0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022623155827081444,0.0,0.0,0.0
0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02248651824237021,0.0,0.0,0.0
0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022357618796756462,0.0,0.0,0.0
0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022237296694369225,0.0,0.0,0.0
0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02212439008130843,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02201658531423081,0.0,0.0,0.0
0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02191124583186714,0.0,0.0,0.0
0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021806055750441755,0.0,0.0,0.0
0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02169940119885728,0.0,0.0,0.0
0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02159049003806425,0.0,0.0,0.0
0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02147926470434322,0.0,0.0,0.0
0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021366189252228506,0.0,0.0,0.0
0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021251993153642,0.0,0.0,0.0
0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021137438267144093,0.0,0.0,0.0
0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021023150342880503,0.0,0.0,0.0
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020909530400172058,0.0,0.0,0.0
0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020796740023881915,0.0,0.0,0.0
0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020684741062543914,0.0,0.0,0.0
0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020573364844994987,0.0,0.0,0.0
0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020462387481826695,0.0,0.0,0.0
0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02035159370363822,0.0,0.0,0.0
0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02024081943168572,0.0,0.0,0.0
0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02012997069906102,0.0,0.0,0.0
0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020019022194299213,0.0,0.0,0.0
0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019908001946475334,0.0,0.0,0.0
0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019796969569311772,0.0,0.0,0.0
0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019685994560982842,0.0,0.0,0.0
0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019575139163002367,0.0,0.0,0.0
0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019464447958201993,0.0,0.0,0.0
0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019353944319025356,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019243632356460642,0.0,0.0,0.0
0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019133502285802722,0.0,0.0,0.0
0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019023537049310136,0.0,0.0,0.0
0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018913718432845054,0.0,0.0,0.0
0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018804031556727423,0.0,0.0,0.0
0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01869446730125321,0.0,0.0,0.0
0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018585022791618378,0.0,0.0,0.0
0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018475700433171732,0.0,0.0,0.0
0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01836650614014351,0.0,0.0,0.0
0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018257447372817703,0.0,0.0,0.0
0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018148531450432735,0.0,0.0,0.0
0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01803976440712268,0.0,0.0,0.0
0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01793115046355508,0.0,0.0,0.0
0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01782269203650694,0.0,0.0,0.0
0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017714390120284786,0.0,0.0,0.0
0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017606244847102354,0.0,0.0,0.0
0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0174982560550885,0.0,0.0,0.0
0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017390423743269115,0.0,0.0,0.0
0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017282748353214583,0.0,0.0,0.0
0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017175230871546793,0.0,0.0,0.0
0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01706787278658633,0.0,0.0,0.0
0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016960675952652084,0.0,0.0,0.0
0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016853642418438994,0.0,0.0,0.0
0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016746774266170595,0.0,0.0,0.0
0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016640073491734776,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01653354193825962,0.0,0.0,0.0
0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016427181280654797,0.0,0.0,0.0
0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016320993048782477,0.0,0.0,0.0
0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016214978672638047,0.0,0.0,0.0
0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016109139533405772,0.0,0.0,0.0
0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016003477007952495,0.0,0.0,0.0
0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015897992499483066,0.0,0.0,0.0
0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015792687452183367,0.0,0.0,0.0
0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015687563351675426,0.0,0.0,0.0
0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015582621715508088,0.0,0.0,0.0
0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015477864078694113,0.0,0.0,0.0
0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015373291978808006,0.0,0.0,0.0
0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015268906943873386,0.0,0.0,0.0
0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015164710484702925,0.0,0.0,0.0
0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015060704091919048,0.0,0.0,0.0
0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014956889236839107,0.0,0.0,0.0
0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014853267374852815,0.0,0.0,0.0
0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014749839949819226,0.0,0.0,0.0
0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014646608398247357,0.0,0.0,0.0
0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01454357415244685,0.0,0.0,0.0
0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014440738642297732,0.0,0.0,0.0
0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014338103295683113,0.0,0.0,0.0
0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01423566953789394,0.0,0.0,0.0
0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01413343879043474,0.0,0.0,0.0
0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014031412469653365,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013929591985525402,0.0,0.0,0.0
0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013827978740790925,0.0,0.0,0.0
0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013726574130507634,0.0,0.0,0.0
0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013625379541978268,0.0,0.0,0.0
0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013524396354945036,0.0,0.0,0.0
0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423625941921096,0.0,0.0,0.0
0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013323069668540183,0.0,0.0,0.0
0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013222728893838128,0.0,0.0,0.0
0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013122604970420485,0.0,0.0,0.0
0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013022699244508378,0.0,0.0,0.0
0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012923013055882402,0.0,0.0,0.0
0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01282354773775971,0.0,0.0,0.0
0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01272430461664272,0.0,0.0,0.0
0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012625285012172152,0.0,0.0,0.0
0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0125264902370062,0.0,0.0,0.0
0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012427921596735772,0.0,0.0,0.0
0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012329580389835082,0.0,0.0,0.0
0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012231467907640028,0.0,0.0,0.0
0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01213358543434314,0.0,0.0,0.0
0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012035934246994147,0.0,0.0,0.0
0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011938515615497294,0.0,0.0,0.0
0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011841330802600115,0.0,0.0,0.0
0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01174438106387175,0.0,0.0,0.0
0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011647667647671778,0.0,0.0,0.0
0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011551191795112305,0.0,0.0,0.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011454954740016638,0.0,0.0,0.0
0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011358957708877676,0.0,0.0,0.0
0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01126320192081838,0.0,0.0,0.0
0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011167688587555511,0.0,0.0,0.0
0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011072418913366902,0.0,0.0,0.0
0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010977394095061852,0.0,0.0,0.0
0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010882615321953646,0.0,0.0,0.0
0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010788083775833275,0.0,0.0,0.0
0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010693800630943467,0.0,0.0,0.0
0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010599767053952443,0.0,0.0,0.0
0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010505984203927102,0.0,0.0,0.0
0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010412453232305687,0.0,0.0,0.0
0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010319175282870076,0.0,0.0,0.0
0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010226151491718004,0.0,0.0,0.0
0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010133382987235515,0.0,0.0,0.0
0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01004087089006986,0.0,0.0,0.0
0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009948616313102981,0.0,0.0,0.0
0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009856620361425676,0.0,0.0,0.0
0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009764884132312364,0.0,0.0,0.0
0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009673408715196426,0.0,0.0,0.0
0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009582195191646036,0.0,0.0,0.0
0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009491244635340351,0.0,0.0,0.0
0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00940055811204606,0.0,0.0,0.0
0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009310136679594211,0.0,0.0,0.0
0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009219981387857366,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009130093278726995,0.0,0.0,0.0
0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009040473386091251,0.0,0.0,0.0
0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008951122735813062,0.0,0.0,0.0
0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008862042345708596,0.0,0.0,0.0
0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008773233225526124,0.0,0.0,0.0
0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008684696376925287,0.0,0.0,0.0
0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008596432793456735,0.0,0.0,0.0
0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008508443460542175,0.0,0.0,0.0
0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00842072935545478,0.0,0.0,0.0
0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008333291447300004,0.0,0.0,0.0
0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008246130696996739,0.0,0.0,0.0
0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008159248057258848,0.0,0.0,0.0
